# Cleaned mesh
64 0
# Vertices
0.114575 -0.112855 0.17975
-0.0753551 -0.0373808 0.193513
0.0885122 -0.147243 -0.0705763
-0.074878 -0.15082 0.0535142
-0.0416645 0.0747497 -0.139878
-0.121604 -0.0262226 -0.150807
0.174665 0.0294054 -0.0837159
-0.131231 -0.16181 -0.128971
3.06722 0.0405031 -0.192391
2.91291 0.0187852 0.001784
3.08545 -0.099592 0.13557
2.8748 0.0467754 0.0493908
2.85924 -0.152203 0.00528982
3.16378 0.0234812 0.119287
3.15165 0.0869083 -0.0290759
2.93293 0.033364 -0.0916558
6.14206 0.0466921 0.013045
6.1666 0.170741 -0.19452
5.96474 0.10855 -0.115838
5.8666 0.186259 0.119812
6.02723 -0.167042 -0.113822
5.93398 0.0251825 -0.100103
5.88896 -0.0193618 -0.0827627
6.14852 -0.143346 -0.0451926
-0.187919 2.1496 -0.134734
0.0443421 2.1348 0.0295636
0.0636564 1.89609 0.0988216
-0.0685866 2.16929 0.090393
0.153293 1.84197 -0.00377394
0.186015 1.92293 -0.191692
-0.0721618 2.01885 -0.0680115
-0.19237 2.0774 -0.0572913
2.80192 1.87631 0.0524161
3.07253 2.01635 0.125631
3.09429 2.04164 -0.141571
3.0621 1.90632 0.137237
3.19521 1.92068 -0.0803862
3.14586 1.92921 0.179438
2.87439 2.14127 -0.199535
3.10642 2.0859 0.0933079
6.18899 2.07029 -0.00294474
5.9365 1.82908 0.133671
5.92714 2.05556 0.141093
5.88247 1.96692 -0.191241
6.01349 2.16528 0.103321
6.11708 2.06896 -0.0380661
5.85668 2.17434 -0.153742
5.80655 1.95447 0.092955
-0.0533436 3.95312 0.143312
-0.0181712 3.94584 -0.112049
-0.160876 4.02687 0.188306
-0.189866 3.88251 0.0141676
-0.129602 4.15613 -0.0968734
0.154471 3.99385 0.193752
0.0946686 3.88159 -0.0173375
-0.00950631 3.87961 -0.182067
3.16224 3.01122 -0.00614648
2.85967 2.95769 0.101375
2.96437 3.1901 -0.094389
2.9804 3.05665 -0.034537
2.97125 2.90231 -0.185551
2.89423 3.11512 0.14919
2.93534 2.83305 0.0735814
2.936 3.07887 -0.161103
# Faces
