# Cleaned mesh
5632 0
# Vertices
0.0115286 0.124151 0.0659306
0.111556 -0.146474 0.0540435
0.128733 -0.0373824 0.116531
-0.0625766 -0.186763 -0.135764
-0.0285087 0.0162771 -0.185775
-0.0428369 0.0632129 0.0101016
0.150355 -0.0693706 0.137275
0.117688 0.0783583 0.156507
0.13609 -0.149544 0.144348
0.0561756 0.0410542 0.0581716
0.0630101 -0.125208 0.0705839
-0.0188012 0.0802862 0.0784187
0.0518382 0.0991628 0.00112124
-0.0065787 -0.0638636 -0.116538
0.101172 -0.119159 0.177643
-0.193942 0.197109 -0.0787101
-0.0394226 -0.186283 0.0760218
-0.0947026 -0.19806 -0.140331
-0.0623669 0.146064 -0.00781637
0.0522984 0.0250039 -0.0411633
-1.87457e-05 0.164611 0.185927
-0.1021 -0.143523 -0.0232435
-0.108884 -0.0345543 -0.191702
-0.164894 -0.0320041 0.174949
0.0125435 0.15932 -0.00654933
0.105893 -0.146271 0.0839306
0.0746181 -0.180946 -0.0011318
-0.0370859 0.0850803 0.132769
-0.189422 -0.0159902 -0.188299
-0.110612 -0.18898 0.127354
0.0204717 -0.0155238 0.121025
-0.144682 0.124478 0.138208
-0.167849 -0.146639 -0.033518
-0.103409 -0.0478542 -0.114761
-0.153526 -0.0924562 0.164247
-0.0295716 0.0604146 -0.0214987
0.117154 -0.167448 -0.134807
-0.10279 -0.16255 0.0986094
0.0500983 -0.106755 -0.0212732
0.111008 0.121735 -0.122104
-0.0715396 -0.0911319 -0.187822
-0.0539801 0.0439315 0.115585
-0.101423 0.16628 0.0101204
-0.0250259 -0.107439 0.173712
-0.100891 0.0143332 0.00532362
-0.192528 0.0945552 -0.16369
-0.032427 0.180859 0.17204
-0.0237613 0.17612 0.0736311
-0.0368415 -0.117196 -0.182839
-0.109345 0.0426652 0.173637
-0.0386069 0.119975 -0.0220549
0.024288 -0.107932 -0.189845
0.154495 -0.187081 0.0688598
-0.0216088 -0.135256 -0.0796997
-0.106141 0.0226182 -0.0757791
0.0399727 0.151875 0.0988412
-0.12439 -0.138841 -0.154203
0.0842971 -0.0222346 -0.0433075
0.0237275 -0.184102 -0.176888
0.0567813 0.139826 0.163069
0.175405 0.187078 -0.193673
-0.0692675 -0.0820832 0.128362
-0.0331915 -0.161879 -0.010502
0.0324477 -0.0230036 -0.175131
-0.194876 0.105047 -0.156987
0.193515 0.0795379 -0.187548
0.040196 0.00398977 -0.0905805
-0.0834278 -0.0720246 -0.145269
-0.176656 0.0283778 -0.0878026
-0.166815 0.0360485 0.0485937
-0.00721058 -0.146109 -0.0092652
-0.183609 0.0192741 0.0386136
0.0615072 0.0684511 -0.16333
0.0138827 0.172292 0.190936
0.14387 0.181996 0.138884
-0.0810942 -0.0888769 0.0599104
-0.0489129 0.181944 -0.130903
-0.196526 -0.147542 0.184783
0.103684 0.187761 0.0384076
0.0774293 -0.141022 0.0374072
0.0612598 0.0708776 -0.0968392
0.166132 -0.0480843 0.0717204
-0.0368657 0.112865 0.149492
-0.104917 -0.08731 0.118467
-0.0384592 -0.0394776 -0.0647403
-0.100766 0.183074 0.12475
0.0130939 -0.0785976 0.102728
0.0634246 0.151492 -0.197878
-0.0435609 0.0754635 0.129485
0.147619 0.103963 -0.0300878
0.015495 0.0170877 -0.0908207
0.137261 -0.100317 0.14306
-0.181269 0.156519 -0.000986725
0.0525912 -0.171097 0.0281643
-0.172154 -0.00758123 -0.100622
-0.185299 -0.164869 0.153384
0.0329841 0.168024 0.0741834
-0.00671163 -0.129638 -0.00219941
0.138176 0.188443 0.00671425
-0.0239326 -0.155714 -0.0177666
-0.0994593 0.101063 -0.149759
0.104983 -0.106541 -0.142081
-0.0687989 -0.114624 -0.135379
0.15239 0.0281912 -0.095135
-0.176309 0.148292 0.0768348
0.0509874 -0.0657611 -0.0792271
0.180688 0.0616229 -0.113322
-0.127845 0.17737 -0.103206
-0.0632128 0.00240998 -0.0569477
-0.136177 0.133911 0.164729
0.0529299 0.137581 -0.00780755
0.0745379 -0.0374759 -0.14155
0.156826 -0.0374055 0.197045
-0.0915748 0.0966707 -0.160656
0.097786 -0.171172 0.0627427
-0.0130483 -0.0365253 0.159957
0.0432728 0.148251 -0.192372
-0.148384 -0.140712 0.0787787
-0.114179 -0.110759 -0.106132
0.123438 -0.0193007 0.188737
-0.120862 0.193078 -0.0784537
0.19206 0.177458 -0.04448
-0.175757 0.103079 -0.151042
0.0765834 0.0361799 0.0661136
0.0191534 -0.189858 0.158237
0.189838 0.135193 0.0977746
0.178288 0.0931403 0.198339
-0.0898615 -0.00136827 -0.144805
-0.196493 0.114086 0.187213
0.17643 -0.181531 0.0506541
0.0510508 -0.119529 0.147299
0.0639992 -0.176182 0.0074887
0.170211 -0.0158437 0.0237533
0.150727 -0.0246437 0.106171
0.0660087 -0.00294366 0.0977138
0.130383 0.125814 -0.0722619
0.0317613 -0.0287865 0.0961267
-0.0262798 0.177843 -0.0157537
0.0690571 -0.0962382 -0.0528644
-0.129189 -0.00593452 0.16668
-0.104248 0.144451 0.182284
0.00779584 0.16738 0.187993
0.123148 0.0558489 0.156483
-0.0392316 0.151404 0.147649
-0.0693972 -0.156376 0.176387
0.116097 0.00718427 -0.101785
-0.0646616 -0.0929503 0.155511
0.109541 0.111276 -0.0623775
0.0493742 0.183059 -0.0472043
-0.0319788 0.113855 -0.0199052
